立案时间,火警地址,火警类型,所属大队,所属街道,实/虚警,所属队站,备注内容,微站,微站调派时间,微站出动时间,微站到场时间,微站出动用时,中队到场时间,微站出水情况,微站处置,建筑物内/外,中队出动时间
1/22/2025 21:41,浦东新区 曹路镇 川沙路2301弄27号 万家欣苑（误报）,居民,外高桥大队（五大队）,曹路镇,虚警,曹路站,误报，无情况,上丰路微站,1/22/2025 21:42,1/22/2025 21:43,1/22/2025 21:48,57.0,1/22/2025 21:53,否,警戒,,1/22/2025 21:41
1/22/2025 20:49,浦东新区 惠南镇 康锦路 靠近 靖海南路（微站处置）（到场处置）,杂物,惠南大队（八大队）,惠南镇,实警,惠南站,室外烧杂草,黄路村微站,1/22/2025 20:50,1/22/2025 20:50,1/22/2025 20:53,37.0,1/22/2025 21:04,是,出水处置,,1/22/2025 20:50
1/22/2025 20:29,浦东新区 周浦镇 沈梅东路209号A区02号 东北烧烤炒菜（九小场所—餐饮）（消防处置）（到场处置）,单位,三林大队（六大队）,周浦镇,实警,周浦站,门面店内油烟管道着火,沈西村微站,1/22/2025 20:31,1/22/2025 20:31,1/22/2025 20:38,31.0,1/22/2025 20:39,否,警戒,,1/22/2025 20:31
1/22/2025 20:17,浦东新区 沪东新村街道 金桥路59号 沪东重机（误报）,杂物,外高桥大队（五大队）,沪东新村街道,虚警,庆宁站,误报,黄山微站,1/22/2025 20:18,1/22/2025 20:18,1/22/2025 20:27,42.0,1/22/2025 20:23,否,侦查,,1/22/2025 20:17
1/22/2025 19:56,浦东新区 惠南镇 靖海南路567弄41号6楼（居民处置）（到场未处置）,居民,惠南大队（八大队）,惠南镇,实警,惠南站,楼道内烧祭祀,黄路村微站,1/22/2025 19:57,1/22/2025 19:57,1/22/2025 20:01,31.0,1/22/2025 20:11,否,侦查,,1/22/2025 19:56
1/22/2025 19:22,浦东新区 三林镇 耀体路 靠近 耀龙路（误报）（到场未处置）,杂物,三林大队（六大队）,三林镇,虚警,前滩站,垃圾桶内冒烟,济阳三村微站,1/22/2025 19:24,1/22/2025 19:24,1/22/2025 19:34,39.0,1/22/2025 19:30,否,监护,,1/22/2025 19:23
1/22/2025 17:19,浦东新区 上钢新村街道 上钢八村50号202室窗台下面与101室相连处（误报）（到场未处置）,电线,世博大队（七大队）,上钢新村街道,虚警,周渡站,楼道电线冒火花,上钢六村微站,1/22/2025 17:20,1/22/2025 17:20,1/22/2025 17:26,26.0,1/22/2025 17:31,否,警戒,,1/22/2025 17:20
1/22/2025 16:58,浦东新区 浦兴路街道 东陆路1268弄94号（误报）（到场未处置）,居民,外高桥大队（五大队）,浦兴路街道,虚警,庆宁站,误报,东陆路微站,1/22/2025 17:00,1/22/2025 17:00,1/22/2025 17:06,44.0,1/22/2025 17:11,否,侦查,,1/22/2025 16:59
1/22/2025 16:55,浦东新区 川沙新镇 华夏东路2938弄7号101室华庆小区对面（居民处置）（到场未处置）,杂物,川沙大队（三大队）,合庆镇,实警,川沙站,室外烧杂草,城厢南市微站,1/22/2025 16:57,1/22/2025 16:57,1/22/2025 17:02,29.0,1/22/2025 17:04,否,监护,,1/22/2025 16:55
1/22/2025 15:32,浦东新区 花木街道 花木路500弄119号5楼(花木苑)（祭扫）（误报）（到场未处置）,居民,陆家嘴大队（一大队）,花木街道,虚警,塘东站,误报，邻里纠纷,牡丹微站,1/22/2025 15:33,1/22/2025 15:34,1/22/2025 15:36,52.0,1/22/2025 15:37,否,侦查,,1/22/2025 15:32
1/22/2025 15:28,浦东新区 川沙新镇 陈桥村15组1012号附近（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,六灶站,室外烧杂物,六灶鹿城微站,1/22/2025 15:29,1/22/2025 15:29,1/22/2025 15:39,38.0,1/22/2025 15:40,否,警戒,,1/22/2025 15:28
1/22/2025 14:46,浦东新区 北蔡镇 沪南路1087弄室外垃圾房旁边（驻防车出动）（居民处置）（到场未处置）,杂物,三林大队（六大队）,北蔡镇,实警,塘东站,室外烧杂物,六里（杨莲)微站,1/22/2025 14:47,1/22/2025 14:48,1/22/2025 14:56,42.0,1/22/2025 14:55,否,警戒,,1/22/2025 14:47
1/22/2025 13:50,浦东新区 沪东新村街道 博兴路 博一小区内 小广场上（居民处置）（到场未处置）,杂物,外高桥大队（五大队）,沪东新村街道,实警,庆宁站,室外烧杂物,张杨北路微站,1/22/2025 13:51,1/22/2025 13:51,1/22/2025 13:56,7.0,1/22/2025 13:59,否,警戒,,1/22/2025 13:50
1/22/2025 13:46,浦东新区 北蔡镇 陈春东路99弄4号楼后面(德铭苑)（误报）（到场未处置）,杂物,三林大队（六大队）,北蔡镇,虚警,塘东站,无着火冒烟情况,六里（杨莲)微站,1/22/2025 13:47,1/22/2025 13:47,1/22/2025 13:58,22.0,1/22/2025 14:04,否,警戒,,1/22/2025 13:46
1/22/2025 11:36,浦东新区 书院镇桃园村新六732号农村自建房（居民处置）（到场未处置）,居民,临港大队（九大队）,书院镇,实警,书院站,烧过年烧香的香炉,新港微站,1/22/2025 11:38,1/22/2025 11:38,1/22/2025 11:47,13.0,1/22/2025 11:46,否,警戒,,1/22/2025 11:37
1/22/2025 9:19,浦东新区 金杨新村街道 栖山路1555弄 金樟花苑 32号903室（消防处置）（到场处置）,居民,陆家嘴大队（一大队）,金杨新村街道,实警,庆宁站,烧被子,枣庄微站,1/22/2025 9:20,1/22/2025 9:21,1/22/2025 9:26,47.0,1/22/2025 9:26,否,警戒,,1/22/2025 9:20
1/22/2025 8:37,浦东新区 惠南镇团结村4组266号(微站处置)（到场未处置）,车辆,惠南大队（八大队）,惠南镇,实警,惠南站,货车底部着火,团结村微站,1/22/2025 8:37,1/22/2025 8:39,1/22/2025 8:42,93.0,1/22/2025 8:49,是,出水处置,,1/22/2025 8:37
1/22/2025 2:13,浦东新区 书院镇中久村182号农村自建房（消防处置）（到场处置）,居民,临港大队（九大队）,书院镇,实警,书院站,烧柴房和院子内杂物、汽车,书院微站,1/22/2025 2:15,1/22/2025 2:15,1/22/2025 2:18,2.0,1/22/2025 2:30,是,出水处置,,1/22/2025 2:13
1/21/2025 22:23,浦东新区 万祥镇 祥安路 靠近 祥凯路口（祭扫）（燃烧物质燃尽）（到场未处置）,杂物,临港大队（九大队）,万祥镇,实警,书院站,烧祭祀,祥凯路微站,1/21/2025 22:24,1/21/2025 22:24,1/21/2025 22:27,21.0,1/21/2025 22:39,否,警戒,,1/21/2025 22:23
1/21/2025 21:40,浦东新区 周浦镇 川周公路4293弄(文馨园)16号门口（居民处置）（到场未处置）,车辆,三林大队（六大队）,周浦镇,实警,周浦站,车辆后备箱着火,周浦专职队,1/21/2025 21:41,1/21/2025 21:42,1/21/2025 21:48,49.0,1/21/2025 21:48,否,配合处置,,1/21/2025 21:41
1/21/2025 19:41,浦东新区 北蔡镇 北中路280弄19号202室(莲中二村)（祭扫）（驻防车出动）（燃烧物质燃烬）（到场未处置）,居民,三林大队（六大队）,北蔡镇,实警,塘东站,烧祭祀,莲溪微站,1/21/2025 19:42,1/21/2025 19:43,1/21/2025 19:48,76.0,1/21/2025 19:54,否,警戒,,1/21/2025 19:41
1/21/2025 16:59,浦东新区 唐镇镇 虹盛路250弄12号202室(居民处置)（到场未处置）,居民,川沙大队（三大队）,唐镇,实警,曹路站,烧油烟机,上丰路微站,1/21/2025 16:59,1/21/2025 17:01,1/21/2025 17:03,88.0,1/21/2025 17:14,否,警戒,,1/21/2025 16:59
1/21/2025 15:06,【新】浦东新区 川沙新镇 黄楼村张家宅16号农村自建房（居民处置）（到场未处置）,居民,川沙大队（三大队）,川沙新镇,实警,唐镇站,油烟管道着火,黄楼微站,1/21/2025 15:07,1/21/2025 15:09,1/21/2025 15:15,71.0,1/21/2025 15:16,否,警戒,,1/21/2025 15:07
1/21/2025 12:42,浦东新区 花木街道 芳芯路251弄19号303室（消防处置）（到场处置）,居民,陆家嘴大队（一大队）,花木街道,实警,塘东站,阳台被子着火,培花微站,1/21/2025 12:42,1/21/2025 12:43,1/21/2025 12:46,33.0,1/21/2025 12:49,否,警戒,,1/21/2025 12:42
1/21/2025 12:38,浦东新区 沪东新村街道 博兴路465弄24号501室（祭扫）（误报）,居民,外高桥大队（五大队）,沪东新村街道,虚警,庆宁站,烧祭祀品,张杨北路微站,1/21/2025 12:39,1/21/2025 12:40,1/21/2025 12:46,24.0,1/21/2025 12:50,否,警戒,,1/21/2025 12:39
1/21/2025 11:58,浦东新区 惠南镇 书香路61弄7号504室（燃烧物质燃尽）（到场未处置）,居民,惠南大队（八大队）,惠南镇,实警,惠南站,楼道烧祭祀,勤奋微站,1/21/2025 12:00,1/21/2025 12:00,1/21/2025 12:01,12.0,1/21/2025 12:14,否,警戒,,1/21/2025 11:59
1/21/2025 11:52,浦东新区 曹路镇 东川公路 靠近 讯建路（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂物,跃丰微站,1/21/2025 11:53,1/21/2025 11:53,1/21/2025 12:02,34.0,1/21/2025 11:57,否,警戒,,1/21/2025 11:52
1/21/2025 10:50,浦东新区 川沙新镇 新德西路508弄(舒馨北苑)16号楼2楼（祭扫）（居民处置）（到场未处置）,居民,川沙大队（三大队）,川沙新镇,实警,唐镇站,烧祭祀,长丰社区微站,1/21/2025 10:51,1/21/2025 10:51,1/21/2025 10:58,20.0,1/21/2025 10:59,否,警戒,,1/21/2025 10:51
1/21/2025 9:49,浦东新区 花木街道 海桐路68弄12号3楼窗户内（误报）（到场未处置）,居民,陆家嘴大队（一大队）,花木街道,虚警,塘东站,误报,牡丹微站,1/21/2025 9:50,1/21/2025 9:50,1/21/2025 9:56,11.0,1/21/2025 9:58,否,警戒,,1/21/2025 9:49
1/21/2025 8:40,浦东新区 书院镇 三三公路  滨海森林公园南门口（燃烧物质燃尽）（到场未处置）,杂物,临港大队（九大队）,南汇新城镇,实警,书院站,树枝着火,东场微站,1/21/2025 8:41,1/21/2025 8:41,1/21/2025 8:46,13.0,1/21/2025 8:59,否,警戒,,1/21/2025 8:40
1/21/2025 7:24,浦东新区 曹路镇永丰村277号门口（EB）（消防处置）（到场处置）,车辆（电瓶车）,外高桥大队（五大队）,曹路镇,实警,曹路站,电瓶车和杂物着火,龚丰路微站,1/21/2025 7:26,1/21/2025 7:26,1/21/2025 7:29,15.0,1/21/2025 7:32,是,出水处置,,1/21/2025 7:25
1/21/2025 0:47,浦东新区 曹路镇 迅建村 凌空北路进来（误报）,电线,外高桥大队（五大队）,曹路镇,虚警,曹路站,误报,金钻路微站,1/21/2025 0:48,1/21/2025 0:48,1/21/2025 0:52,19.0,1/21/2025 0:55,否,警戒,,1/21/2025 0:47
1/20/2025 21:05,浦东新区 张江镇 申江路7171弄 东郊紫园 121号（误报）,居民,川沙大队（三大队）,张江镇,虚警,张江站,误报,孙建微站,1/20/2025 21:07,1/20/2025 21:08,1/20/2025 21:11,93.0,1/20/2025 21:23,否,警戒,,1/20/2025 21:06
1/20/2025 19:26,浦东新区  惠南镇 红光花园56号3楼（微站处置）（到场处置）,居民,惠南大队（八大队）,惠南镇,实警,惠南站,床上烧被褥,海曲雅苑微站,1/20/2025 19:28,1/20/2025 19:28,1/20/2025 19:33,13.0,1/20/2025 19:38,否,人员疏散,,1/20/2025 19:27
1/20/2025 18:12,浦东新区 张江镇 申江路5005弄2号楼北侧外墙 上海筱贝信息科技有限公司（消防处置）（到场处置）,单位,川沙大队（三大队）,张江镇,实警,张江站,烧吊顶内电线,金葵微站,1/20/2025 18:14,1/20/2025 18:17,1/20/2025 18:22,183.0,1/20/2025 18:24,是,堵截,,1/20/2025 18:13
1/20/2025 18:03,浦东新区 南码头街道 临沂北路 靠近 龙阳路口 高架下面 南码头雕刻物 旁边（祭扫）（居民处置）（到场未处置）,杂物,世博大队（七大队）,南码头路街道,实警,临沂站,室外烧祭祀,东方城市花园微站,1/20/2025 18:04,1/20/2025 18:05,1/20/2025 18:10,91.0,1/20/2025 18:11,否,警戒,,1/20/2025 18:03
1/20/2025 16:38,浦东新区 川沙新镇 鹿康雅苑9楼11楼（误报）（到场未处置）,居民,川沙大队（三大队）,川沙新镇,虚警,六灶站,误报,六灶鹿城微站,1/20/2025 16:39,1/20/2025 16:40,1/20/2025 16:46,67.0,1/20/2025 16:47,否,警戒,,1/20/2025 16:38
1/20/2025 15:15,浦东新区 张江镇 高斯路 古桐二村39号601室（祭扫）（误报）（到场未处置）,居民,川沙大队（三大队）,张江镇,虚警,张江站,烧祭祀,玉兰香苑微站,1/20/2025 15:16,1/20/2025 15:18,1/20/2025 15:20,88.0,1/20/2025 15:23,否,警戒,,1/20/2025 15:16
1/20/2025 14:32,浦东新区 川沙新镇 南市街70弄1号5楼（祭扫）（误报）（到场未处置）,居民,川沙大队（三大队）,川沙新镇,虚警,川沙站,烧祭祀,城厢南市微站,1/20/2025 14:33,1/20/2025 14:34,1/20/2025 14:37,20.0,1/20/2025 14:42,否,警戒,,1/20/2025 14:33
1/20/2025 14:22,浦东新区 张江镇 益江路299弄(益丰新村)87号3楼(祭扫)（误报）（到场未处置）,居民,川沙大队（三大队）,张江镇,虚警,张江站,烧祭祀,玉兰香苑微站,1/20/2025 14:23,1/20/2025 14:25,1/20/2025 14:28,84.0,1/20/2025 14:34,否,警戒,,1/20/2025 14:23
1/20/2025 13:21,浦东新区 惠南镇 通济路47弄13号农村自建房（居民自处）（消防处置）,居民,惠南大队（八大队）,惠南镇,实警,惠南站,油烟管道着火,南门微站,1/20/2025 13:24,1/20/2025 13:25,1/20/2025 13:28,40.0,1/20/2025 13:35,否,警戒,,1/20/2025 13:22
1/20/2025 12:15,浦东新区 合庆镇 庆滨路155弄9号201室 海馨苑（误报）（祭扫）,居民,川沙大队（三大队）,合庆镇,虚警,川沙站,烧祭祀,合庆专职队,1/20/2025 12:15,1/20/2025 12:17,1/20/2025 12:20,102.0,1/20/2025 12:30,否,警戒,,1/20/2025 12:15
1/20/2025 11:38,浦东新区 川沙新镇 新德路602弄3号（误报）（祭扫）,居民,川沙大队（三大队）,川沙新镇,虚警,川沙站,烧祭祀,城厢南市微站,1/20/2025 11:38,1/20/2025 11:39,1/20/2025 11:46,22.0,1/20/2025 11:49,否,警戒,,1/20/2025 11:38
1/20/2025 10:38,浦东新区  川沙新镇 新川路279弄38号（祭扫）（误报）,居民,川沙大队（三大队）,川沙新镇,虚警,川沙站,烧祭祀,长丰社区微站,1/20/2025 10:39,1/20/2025 10:41,1/20/2025 10:50,85.0,1/20/2025 10:50,否,警戒,,1/20/2025 10:39
1/20/2025 10:06,浦东新区 老港镇 德盈佳园 39号902室（误报）,居民,惠南大队（八大队）,惠南镇,虚警,老港站,,惠东村微站,1/20/2025 10:06,1/20/2025 10:08,1/20/2025 10:16,109.0,1/20/2025 10:17,否,警戒,,1/20/2025 10:06
1/20/2025 4:23,浦东新区 周浦镇　环桥路1137弄（秀怡苑）17号3楼 ,居民,三林大队（六大队）,康桥镇,实警,周浦站,居民阳台烧杂物,界浜村微站,1/20/2025 4:23,1/20/2025 4:25,1/20/2025 4:42,97.0,1/20/2025 4:36,否,警戒,,1/20/2025 4:24
1/19/2025 22:09,浦东新区 陆家嘴街道 东南新村5号5楼（误报）（到场未处置）,居民,陆家嘴大队（一大队）,潍坊新村街道,虚警,梅园站,误报,潍坊西站微站,1/19/2025 22:10,1/19/2025 22:11,1/19/2025 22:14,58.0,1/19/2025 22:15,否,警戒,,1/19/2025 22:09
1/19/2025 21:03,浦东新区 新场镇 洪东街28弄6号1楼（专职队处置）（到场处置）,居民,惠南大队（八大队）,新场镇,实警,航头站,烧房间天花板,新南村微站,1/19/2025 21:04,1/19/2025 21:05,1/19/2025 21:17,49.0,1/19/2025 21:20,是,出水处置,,1/19/2025 21:03
1/19/2025 20:22,浦东新区 花木街道 迎春路 靠近 紫槐路（祭扫）（燃烧物质燃尽）（到场未处置）,杂物,陆家嘴大队（一大队）,花木街道,实警,塘东站,路边烧祭祀品,钦洋微站,1/19/2025 20:23,1/19/2025 20:23,1/19/2025 20:26,18.0,1/19/2025 20:31,否,警戒,,1/19/2025 20:22
1/19/2025 20:04,浦东新区 曹路镇 光明村顾家宅 华东路 靠近 顾明路（误报）（到场未处置）,杂物,外高桥大队（五大队）,曹路镇,虚警,曹路站,误报,上川路微站,1/19/2025 20:04,1/19/2025 20:06,1/19/2025 20:13,108.0,1/19/2025 20:18,否,警戒,,1/19/2025 20:04
1/19/2025 19:33,浦东新区 周家渡街道 成山路350弄15号（居民处置）（到场未处置）,居民,世博大队（七大队）,周家渡街道,实警,周渡站,烧锡箔,杨思微站,1/19/2025 19:33,1/19/2025 19:35,1/19/2025 19:47,116.0,1/19/2025 19:45,否,警戒,,1/19/2025 19:33
1/19/2025 19:17,浦东新区 东明路街道 环林西路613弄(品新苑)20号601室（误报）,居民,三林大队（六大队）,东明路街道,虚警,林南站,误报,东明路微站,1/19/2025 19:18,1/19/2025 19:18,1/19/2025 19:26,22.0,1/19/2025 19:28,否,警戒,,1/19/2025 19:17
1/19/2025 18:00,浦东新区 泥城镇 马五公路 靠近 南芦公路 往南100-200米农田内（微站处置）（到场未处置）,杂物,临港大队（九大队）,泥城镇,实警,泥城站,室外烧秸秆,彭镇微站,1/19/2025 18:01,1/19/2025 18:01,1/19/2025 18:03,11.0,1/19/2025 18:09,是,出水处置,,1/19/2025 18:00
1/19/2025 17:58,浦东新区 宣桥镇 沪南公路8000号 靠近 申杰路门口（消防处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,室外烧树叶,宣桥专职队,1/19/2025 17:59,1/19/2025 18:01,1/19/2025 18:08,95.0,1/19/2025 18:15,否,警戒,,1/19/2025 17:59
1/19/2025 17:26,浦东新区 泥城镇 南芦公路 靠近 海学路 往东（消防处置）（到场处置）,杂物,临港大队（九大队）,泥城镇,实警,泥城站,室外烧绿化带,彭镇微站,1/19/2025 17:27,1/19/2025 17:27,1/19/2025 17:36,17.0,1/19/2025 17:36,否,警戒,,1/19/2025 17:27
1/19/2025 16:02,浦东新区 东明路街道 上浦路 靠近 长清路（消防处置）（到场处置）,车辆（电瓶车）,三林大队（六大队）,东明路街道,实警,前滩站,电动自行车电瓶冒烟,前滩微站,1/19/2025 16:04,1/19/2025 16:04,1/19/2025 16:11,44.0,1/19/2025 16:10,否,警戒,,1/19/2025 16:02
1/19/2025 15:35,浦东新区 川沙新镇 川南奉公路 靠近 航殷路 路口北面（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,江镇站,室外烧葡萄架,城厢南市微站,1/19/2025 15:37,1/19/2025 15:37,1/19/2025 15:45,14.0,1/19/2025 15:46,否,警戒,,1/19/2025 15:36
1/19/2025 15:13,浦东新区 张江镇 孙建路 靠近 孙桥路 申城佳苑二期B栋8号15楼（误报）,居民,川沙大队（三大队）,张江镇,虚警,张江站,楼道烧祭祀,孙建微站,1/19/2025 15:14,1/19/2025 15:14,1/19/2025 15:19,28.0,1/19/2025 15:28,否,警戒,,1/19/2025 15:14
1/19/2025 14:56,浦东新区 浦兴路街道 五莲路地铁站1号口外（微站处置）（到场未处置）,杂物,外高桥大队（五大队）,浦兴路街道,实警,庆宁站,室外烧垃圾桶,张杨北路微站,1/19/2025 14:57,1/19/2025 14:58,1/19/2025 15:06,13.0,1/19/2025 15:13,是,出水处置,,1/19/2025 14:57
1/19/2025 14:48,浦东新区 北蔡镇鹏飞路333弄13号2楼楼道内（祭扫）（误报）,居民,三林大队（六大队）,北蔡镇,虚警,永泰站,铁盆内烧祭祀,六里（杨莲)微站,1/19/2025 14:49,1/19/2025 14:53,1/19/2025 14:59,213.0,1/19/2025 15:01,否,警戒,,1/19/2025 14:48
1/19/2025 14:40,浦东新区 周浦镇 望春花路 靠近 康新公路围墙里（居民处置）（到场未处置）,杂物,三林大队（六大队）,周浦镇,实警,申江站,室外烧杂草,韵涛路微站,1/19/2025 14:40,1/19/2025 14:41,1/19/2025 14:52,66.0,1/19/2025 14:49,否,警戒,,1/19/2025 14:40
1/19/2025 14:33,浦东新区 北蔡镇 御水路199弄5号2205室（祭扫）（误报）（到场未处置）,居民,三林大队（六大队）,北蔡镇,虚警,永泰站,楼道烧祭祀,康花微站,1/19/2025 14:36,1/19/2025 14:37,1/19/2025 14:48,41.0,1/19/2025 14:46,否,警戒,,1/19/2025 14:34
1/19/2025 14:26,浦东新区 浦兴路街道 博兴路986弄50号三楼（祭扫）（误报）（到场未处置）,居民,外高桥大队（五大队）,浦兴路街道,虚警,庆宁站,楼道烧祭祀,张杨北路微站,1/19/2025 14:26,1/19/2025 14:28,1/19/2025 14:35,96.0,1/19/2025 14:41,否,警戒,,1/19/2025 14:26
1/19/2025 14:23,浦东新区 张江镇 玉兰香苑4期54号602室（居民处置）（到场未处置）,居民,川沙大队（三大队）,张江镇,实警,唐镇站,厨房烧锅子,玉兰香苑微站,1/19/2025 14:25,1/19/2025 14:25,1/19/2025 14:32,42.0,1/19/2025 14:33,否,警戒,,1/19/2025 14:24
1/19/2025 14:22,浦东新区 川沙新镇 和憬家园 3号10楼（祭扫）（误报）,居民,川沙大队（三大队）,川沙新镇,虚警,川沙站,楼道内烧纸钱,长丰社区微站,1/19/2025 14:23,1/19/2025 14:25,1/19/2025 14:34,97.0,1/19/2025 14:38,否,警戒,,1/19/2025 14:22
1/19/2025 13:58,浦东新区 花木街道 玉兰路81弄5号9楼(祭扫)（误报）（到场未处置）,居民,陆家嘴大队（一大队）,花木街道,虚警,塘东站,楼道烧祭祀,牡丹微站,1/19/2025 13:59,1/19/2025 14:00,1/19/2025 14:03,51.0,1/19/2025 14:10,否,警戒,,1/19/2025 13:59
1/19/2025 13:31,浦东新区 高东镇 高宝路528弄32号8楼（祭扫）（驻防车出动）（误报）（到场未处置）,居民,保税大队（四大队）,高东镇,虚警,五洲站,楼道烧纸钱,宝佳苑微站,1/19/2025 13:32,1/19/2025 13:33,1/19/2025 13:34,48.0,1/19/2025 13:45,否,警戒,,1/19/2025 13:31
1/19/2025 13:09,浦东新区 洋泾街道 崮山路 靠近 灵山路 路口 北面桥边（微站处置）（到场处置）,杂物,陆家嘴大队（一大队）,洋泾街道,实警,庆宁站,路边烧杂草,名门世家微站,1/19/2025 13:10,1/19/2025 13:11,1/19/2025 13:16,60.0,1/19/2025 13:20,是,出水处置,,1/19/2025 13:09
1/19/2025 12:50,浦东新区 塘桥街道 蓝村路470弄(文兰小区)14号401室（经核实无需消防处置）（到场未处置）,居民,陆家嘴大队（一大队）,塘桥街道,实警,塘东站,烧锅子,蓝村微站,1/19/2025 12:52,1/19/2025 12:53,1/19/2025 12:57,35.0,1/19/2025 12:57,是,出水处置,,1/19/2025 12:51
1/19/2025 12:47,浦东新区 书院镇 临团公路 靠近 两港大道口（消防处置）（到场处置）,杂物,临港大队（九大队）,书院镇,实警,滴水湖站,路边烧芦苇荡,书院微站,1/19/2025 12:49,1/19/2025 12:49,1/19/2025 12:53,26.0,1/19/2025 12:58,是,出水处置,,1/19/2025 12:48
1/19/2025 12:12,浦东新区 宣桥镇腰路村老8组425号 靠近 五丰路（消防处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,农村室外搭建的小棚子,腰路村微站,1/19/2025 12:13,1/19/2025 12:14,1/19/2025 12:17,92.0,1/19/2025 12:29,是,出水处置,,1/19/2025 12:12
1/19/2025 12:01,浦东新区 北蔡镇 博华路1018弄16号（驻防车出动）（其他社会力量处置）（到场未处置）,杂物,三林大队（六大队）,北蔡镇,实警,永泰站,烧室外树木,六里（杨莲)微站,1/19/2025 12:03,1/19/2025 12:05,1/19/2025 12:10,155.0,1/19/2025 12:14,否,警戒,,1/19/2025 12:02
1/19/2025 11:50,浦东新区 三林镇 板泉路1555弄后面(尚东国际)（其他社会力量处置）（到场未处置）,杂物,三林大队（六大队）,三林镇,实警,永泰站,室外垃圾桶冒烟,杨东微站,1/19/2025 11:51,1/19/2025 11:53,1/19/2025 11:57,87.0,1/19/2025 12:05,否,警戒,,1/19/2025 11:51
1/19/2025 11:37,浦东新区 张江镇 玉兰香苑三期 65号5楼(祭扫)（误报）（到场未处置）,居民,川沙大队（三大队）,张江镇,虚警,张江站,楼道内烧祭祀,玉兰香苑微站,1/19/2025 11:38,1/19/2025 11:40,1/19/2025 11:42,106.0,1/19/2025 11:49,否,警戒,,1/19/2025 11:38
1/19/2025 11:36,浦东新区 三林镇 中环 外圈 过上南路口200米（消防处置）（到场处置）,杂物,三林大队（六大队）,三林镇,实警,前滩站,高速隔离带着火,前滩微站,1/19/2025 11:38,1/19/2025 11:39,1/19/2025 11:51,95.0,1/19/2025 11:50,否,警戒,,1/19/2025 11:37
1/19/2025 11:08,浦东新区 祝桥镇 航城五路401弄(思凡花苑一街坊)27号3楼（祭扫）（误报）,居民,惠南大队（八大队）,祝桥镇,虚警,江镇站,楼道内烧祭祀,六团储店微站,1/19/2025 11:09,1/19/2025 11:10,1/19/2025 11:16,50.0,1/19/2025 11:20,否,警戒,,1/19/2025 11:09
1/19/2025 10:58,浦东新区 花木街道 白杨路1065弄22号301室 白杨小区（祭扫）（误报）,居民,陆家嘴大队（一大队）,花木街道,虚警,塘东站,楼道内烧祭祀,培花微站,1/19/2025 10:59,1/19/2025 11:01,1/19/2025 11:05,120.0,1/19/2025 11:11,否,警戒,,1/19/2025 10:58
1/19/2025 10:56,浦东新区 川沙新镇 川周公路8288弄3号12楼（祭扫）（误报）,居民,川沙大队（三大队）,川沙新镇,虚警,川沙站,楼道内烧祭祀,长丰社区微站,1/19/2025 10:57,1/19/2025 10:58,1/19/2025 11:10,50.0,1/19/2025 11:08,否,警戒,,1/19/2025 10:56
1/19/2025 10:42,浦东新区 川沙新镇 川周公路6561弄黄楼花苑26号1楼（祭扫）（误报）,居民,川沙大队（三大队）,川沙新镇,虚警,唐镇站,楼道内烧祭祀,黄楼微站,1/19/2025 10:43,1/19/2025 10:44,1/19/2025 10:50,61.0,1/19/2025 10:51,否,警戒,,1/19/2025 10:42
1/19/2025 10:39,浦东新区 张江镇 孙环路 申城佳苑1期A块34号12楼（祭扫）（误报）,居民,川沙大队（三大队）,张江镇,虚警,张江站,误报，有人员监护的祭祀,川杨新苑社区微站,1/19/2025 10:41,1/19/2025 10:41,1/19/2025 10:50,25.0,1/19/2025 10:56,否,警戒,,1/19/2025 10:40
1/19/2025 7:39,浦东新区 泥城镇 马厂村村委会北侧（消防处置）（到场处置）,杂物,临港大队（九大队）,泥城镇,实警,泥城站,室外空地烧垃圾,彭镇微站,1/19/2025 7:43,1/19/2025 7:44,1/19/2025 7:50,95.0,1/19/2025 7:50,是,出水处置,,1/19/2025 7:42
1/18/2025 22:57,浦东新区 金杨新村街道 居家桥路 靠近 灵山路口（祭扫）（居民处置）（到场未处置）,杂物,陆家嘴大队（一大队）,金杨新村街道,实警,庆宁站,路边烧祭祀,灵山微站,1/18/2025 22:58,1/18/2025 23:00,1/18/2025 23:01,146.0,1/18/2025 23:09,否,监护,,1/18/2025 22:57
1/18/2025 21:18,浦东新区 川沙新镇 华萃路169弄锦川家苑4号楼垃圾桶（误报）,车辆,川沙大队（三大队）,川沙新镇,虚警,川沙站,误报,城厢南市微站,1/18/2025 21:19,1/18/2025 21:20,1/18/2025 21:29,72.0,1/18/2025 21:28,否,警戒,,1/18/2025 21:19
1/18/2025 19:17,浦东新区 南汇新城镇 白荆路 靠近 洛神花路路口（消防处置）（到场处置）,杂物,临港大队（九大队）,南汇新城镇,实警,滴水湖站,烧芦苇荡,夏栎路微站,1/18/2025 19:19,1/18/2025 19:20,1/18/2025 19:25,21.0,1/18/2025 19:31,否,警戒,,1/18/2025 19:18
